DATE,BOGZ1FA643065543Q
2012-10-01,-9140.0
2013-01-01,-564.0
2013-04-01,498644.0
2013-07-01,1032.0
2013-10-01,29496.0
2014-01-01,78640.0
2014-04-01,-21284.0
2014-07-01,-15788.0
2014-10-01,-6172.0
2015-01-01,-24636.0
2015-04-01,-59420.0
2015-07-01,-41484.0
2015-10-01,-31900.0
2016-01-01,36584.0
2016-04-01,-12820.0
2016-07-01,-20664.0
2016-10-01,-46040.0
2017-01-01,-30124.0
2017-04-01,-32636.0
2017-07-01,-14072.0
2017-10-01,2668.0
2018-01-01,7500.0
2018-04-01,-17304.0
2018-07-01,-872.0
2018-10-01,31996.0
2019-01-01,18964.0
2019-04-01,9948.0
2019-07-01,4508.0
2019-10-01,25348.0
2020-01-01,12680.0
2020-04-01,22012.0
2020-07-01,5704.0
2020-10-01,-392.0
2021-01-01,-5068.0
2021-04-01,30052.0
2021-07-01,-52.0
2021-10-01,6184.0
2022-01-01,2848.0
2022-04-01,4292.0
2022-07-01,-16336.0
2022-10-01,-12192.0
2023-01-01,-8816.0
2023-04-01,-20196.0
2023-07-01,-14900.0
2023-10-01,-2212.0
2024-01-01,-13008.0
2024-04-01,-7832.0
